,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label
533,533,21474,Houston Outlaws,London Spitfire,Overwatch League Stage 4,London Spitfire,2019-08-10,False,9,17,14,12,26,26,0.34615384615384615,0.5384615384615384,31,36,46,30,67,76,0.4626865671641791,0.6052631578947368,1,2,1,2,0.3333333333333333,0.3333333333333333,1,4,3,2,0.2,0.6,5,5,5,5,0.5,0.5,6,14,11,9,0.3,0.55,7,5,4,2,6,0.6666666666666666,1
534,534,21426,Seoul Dynasty,Toronto Defiant,Overwatch League Stage 4,Seoul Dynasty,2019-08-10,False,14,14,8,19,28,27,0.5,0.2962962962962963,36,32,8,19,68,27,0.5294117647058824,0.2962962962962963,1,2,1,2,0.3333333333333333,0.3333333333333333,1,4,1,4,0.2,0.2,4,6,1,9,0.4,0.1,9,11,3,17,0.45,0.15,8,,0,0,0,,0
535,535,21456,Florida Mayhem,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Valiant,2019-08-10,False,4,21,11,15,25,26,0.16,0.4230769230769231,11,54,40,31,65,71,0.16923076923076924,0.5633802816901409,2,1,2,1,0.6666666666666666,0.6666666666666666,2,3,3,2,0.4,0.6,3,7,7,3,0.3,0.7,3,17,11,9,0.15,0.55,11,2,1,3,4,0.25,1
536,536,21463,Chengdu Hunters,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-11,False,12,13,15,12,25,27,0.48,0.5555555555555556,12,13,15,12,25,27,0.48,0.5555555555555556,2,1,0,3,0.6666666666666666,0.0,3,2,1,4,0.6,0.2,6,4,5,5,0.6,0.5,10,10,12,8,0.5,0.6,,,0,1,1,0.0,1
537,537,21492,Philadelphia Fusion,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-11,False,15,13,29,4,28,33,0.5357142857142857,0.8787878787878788,44,33,29,4,77,33,0.5714285714285714,0.8787878787878788,2,1,2,1,0.6666666666666666,0.6666666666666666,2,3,3,2,0.4,0.6,6,4,7,3,0.6,0.7,9,11,16,4,0.45,0.8,6,,0,0,0,,1
538,538,21483,Washington Justice,Houston Outlaws,Overwatch League Stage 4,Washington Justice,2019-08-11,False,6,19,9,18,25,27,0.24,0.3333333333333333,6,19,31,37,25,68,0.24,0.45588235294117646,3,0,0,3,1.0,0.0,4,1,1,4,0.8,0.2,4,6,4,6,0.4,0.4,6,14,6,14,0.3,0.3,,7,0,1,1,0.0,0
539,539,21502,San Francisco Shock,Dallas Fuel,Overwatch League Stage 4,San Francisco Shock,2019-08-11,False,26,7,10,15,33,25,0.7878787878787878,0.4,43,30,22,44,73,66,0.589041095890411,0.3333333333333333,3,0,0,3,1.0,0.0,4,1,0,5,0.8,0.0,8,2,1,9,0.8,0.1,17,3,7,13,0.85,0.35,9,10,4,1,5,0.8,0
540,540,21437,Guangzhou Charge,New York Excelsior,Overwatch League Stage 4,Guangzhou Charge,2019-08-12,False,13,13,22,7,26,29,0.5,0.7586206896551724,13,13,60,17,26,77,0.5,0.7792207792207793,2,1,2,1,0.6666666666666666,0.6666666666666666,4,1,2,3,0.8,0.4,7,3,7,3,0.7,0.7,10,10,14,6,0.5,0.7,,1,0,0,0,,0
541,541,21410,Boston Uprising,Florida Mayhem,Overwatch League Stage 4,Florida Mayhem,2019-08-15,False,8,17,4,22,25,26,0.32,0.15384615384615385,36,34,11,55,70,66,0.5142857142857142,0.16666666666666666,0,3,2,1,0.0,0.6666666666666666,1,4,2,3,0.2,0.4,1,9,3,7,0.1,0.3,6,14,3,17,0.3,0.15,3,11,5,0,5,1.0,1
542,542,21457,Dallas Fuel,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-16,False,10,16,16,12,26,28,0.38461538461538464,0.5714285714285714,22,45,16,12,67,28,0.3283582089552239,0.5714285714285714,0,3,1,2,0.0,0.3333333333333333,0,5,1,4,0.0,0.2,1,9,6,4,0.1,0.6,6,14,13,7,0.3,0.65,10,,0,1,1,0.0,1
543,543,21427,Seoul Dynasty,Shanghai Dragons,Overwatch League Stage 4,Seoul Dynasty,2019-08-16,False,15,14,16,13,29,29,0.5172413793103449,0.5517241379310345,37,32,16,53,69,69,0.5362318840579711,0.2318840579710145,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,2,3,0.4,0.4,4,6,6,4,0.4,0.6,10,10,13,7,0.5,0.65,8,12,4,1,5,0.8,0
544,544,21458,Washington Justice,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-16,False,7,19,12,13,26,25,0.2692307692307692,0.48,7,19,12,13,26,25,0.2692307692307692,0.48,3,0,3,0,1.0,1.0,5,0,5,0,1.0,1.0,5,5,5,5,0.5,0.5,7,13,9,11,0.35,0.45,,,0,1,1,0.0,1
545,545,21464,Chengdu Hunters,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,2019-08-17,False,12,14,27,7,26,34,0.46153846153846156,0.7941176470588235,12,14,44,30,26,74,0.46153846153846156,0.5945945945945946,1,2,3,0,0.3333333333333333,1.0,3,2,5,0,0.6,1.0,6,4,8,2,0.6,0.8,10,10,17,3,0.5,0.85,,9,1,0,1,1.0,1
546,546,21484,Los Angeles Gladiators,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-17,False,16,11,17,12,27,29,0.5925925925925926,0.5862068965517241,42,30,17,12,72,29,0.5833333333333334,0.5862068965517241,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,2,3,0.6,0.4,6,4,6,4,0.6,0.6,13,7,13,7,0.65,0.65,4,,0,1,1,0.0,1
547,547,21493,Paris Eternal,Shanghai Dragons,Overwatch League Stage 4,Paris Eternal,2019-08-17,False,10,15,16,14,25,30,0.4,0.5333333333333333,10,15,16,54,25,70,0.4,0.22857142857142856,1,2,0,3,0.3333333333333333,0.0,2,3,1,4,0.4,0.2,3,7,5,5,0.3,0.5,8,12,12,8,0.4,0.6,,12,0,0,0,,0
548,548,21503,Los Angeles Valiant,Boston Uprising,Overwatch League Stage 4,Los Angeles Valiant,2019-08-17,False,12,15,8,18,27,26,0.4444444444444444,0.3076923076923077,41,31,36,35,72,71,0.5694444444444444,0.5070422535211268,2,1,0,3,0.6666666666666666,0.0,3,2,0,5,0.6,0.0,7,3,1,9,0.7,0.1,12,8,5,15,0.6,0.25,2,3,1,3,4,0.25,0
549,549,21428,Seoul Dynasty,Philadelphia Fusion,Overwatch League Stage 4,Philadelphia Fusion,2019-08-17,False,16,14,15,14,30,29,0.5333333333333333,0.5172413793103449,38,32,44,34,70,78,0.5428571428571428,0.5641025641025641,2,1,1,2,0.6666666666666666,0.3333333333333333,3,2,2,3,0.6,0.4,5,5,5,5,0.5,0.5,11,9,9,11,0.55,0.45,8,6,2,1,3,0.6666666666666666,1
550,550,21459,Chengdu Hunters,Houston Outlaws,Overwatch League Stage 4,Chengdu Hunters,2019-08-18,False,12,15,9,19,27,28,0.4444444444444444,0.32142857142857145,12,15,31,38,27,69,0.4444444444444444,0.4492753623188406,1,2,0,3,0.3333333333333333,0.0,2,3,1,4,0.4,0.2,5,5,3,7,0.5,0.3,9,11,6,14,0.45,0.3,,7,0,0,0,,0
551,551,21504,London Spitfire,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-18,False,15,12,13,13,27,26,0.5555555555555556,0.5,47,30,13,13,77,26,0.6103896103896104,0.5,1,2,3,0,0.3333333333333333,1.0,3,2,5,0,0.6,1.0,5,5,6,4,0.5,0.6,12,8,9,11,0.6,0.45,5,,1,0,1,1.0,1
552,552,21465,Paris Eternal,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-18,False,11,15,7,20,26,27,0.4230769230769231,0.25925925925925924,11,15,7,20,26,27,0.4230769230769231,0.25925925925925924,2,1,2,1,0.6666666666666666,0.6666666666666666,2,3,4,1,0.4,0.8,4,6,5,5,0.4,0.5,8,12,6,14,0.4,0.3,,,1,0,1,1.0,1
553,553,21460,Florida Mayhem,Toronto Defiant,Overwatch League Stage 4,Florida Mayhem,2019-08-18,False,5,22,8,20,27,28,0.18518518518518517,0.2857142857142857,12,55,8,20,67,28,0.1791044776119403,0.2857142857142857,2,1,0,3,0.6666666666666666,0.0,3,2,1,4,0.6,0.2,4,6,1,9,0.4,0.1,4,16,3,17,0.2,0.15,11,,1,0,1,1.0,0
554,554,21512,Dallas Fuel,Guangzhou Charge,Overwatch League Stage 4,Guangzhou Charge,2019-08-19,False,10,17,14,13,27,27,0.37037037037037035,0.5185185185185185,22,46,14,13,68,27,0.3235294117647059,0.5185185185185185,0,3,3,0,0.0,1.0,0,5,4,1,0.0,0.8,0,10,8,2,0.0,0.8,6,14,11,9,0.3,0.55,10,,0,1,1,0.0,1
555,555,21485,Atlanta Reign,Dallas Fuel,Overwatch League Stage 4,Atlanta Reign,2019-08-24,False,14,13,10,18,27,28,0.5185185185185185,0.35714285714285715,14,13,22,47,27,69,0.5185185185185185,0.3188405797101449,3,0,0,3,1.0,0.0,5,0,0,5,1.0,0.0,7,3,0,10,0.7,0.0,10,10,5,15,0.5,0.25,,10,0,0,0,,0
556,556,21494,Boston Uprising,New York Excelsior,Overwatch League Stage 4,New York Excelsior,2019-08-24,False,8,19,22,8,27,30,0.2962962962962963,0.7333333333333333,36,36,60,18,72,78,0.5,0.7692307692307693,0,3,1,2,0.0,0.3333333333333333,0,5,2,3,0.0,0.4,1,9,6,4,0.1,0.6,4,16,13,7,0.2,0.65,3,1,2,4,6,0.3333333333333333,1
557,557,21521,San Francisco Shock,Vancouver Titans,Overwatch League Stage 4,San Francisco Shock,2019-08-25,False,28,7,30,4,35,34,0.8,0.8823529411764706,45,30,30,4,75,34,0.6,0.8823529411764706,3,0,2,1,1.0,0.6666666666666666,5,0,4,1,1.0,0.8,8,2,7,3,0.8,0.7,17,3,16,4,0.85,0.8,9,,1,2,3,0.3333333333333333,0
558,558,21419,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Gladiators,2019-08-25,False,16,12,13,15,28,28,0.5714285714285714,0.4642857142857143,42,31,42,31,73,73,0.5753424657534246,0.5753424657534246,1,2,3,0,0.3333333333333333,1.0,2,3,4,1,0.4,0.8,5,5,7,3,0.5,0.7,12,8,13,7,0.6,0.65,4,2,2,4,6,0.3333333333333333,0
559,559,21514,Hangzhou Spark,Shanghai Dragons,Overwatch League Stage 4,Hangzhou Spark,2019-08-25,False,18,12,16,15,30,31,0.6,0.5161290322580645,18,12,16,55,30,71,0.6,0.22535211267605634,3,0,0,3,1.0,0.0,3,2,1,4,0.6,0.2,6,4,5,5,0.6,0.5,13,7,11,9,0.65,0.55,,12,1,0,1,1.0,0
560,560,21446,Atlanta Reign,Boston Uprising,Overwatch League Stage 4,Atlanta Reign,2019-08-25,False,15,13,8,20,28,28,0.5357142857142857,0.2857142857142857,15,13,36,37,28,73,0.5357142857142857,0.4931506849315068,3,0,0,3,1.0,0.0,5,0,0,5,1.0,0.0,8,2,1,9,0.8,0.1,11,9,4,16,0.55,0.2,,3,0,1,1,0.0,0
561,561,21513,New York Excelsior,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-25,False,23,8,30,4,31,34,0.7419354838709677,0.8823529411764706,61,18,30,4,79,34,0.7721518987341772,0.8823529411764706,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,4,1,0.6,0.8,6,4,7,3,0.6,0.7,13,7,16,4,0.65,0.8,1,,0,1,1,0.0,1
562,562,21515,San Francisco Shock,Los Angeles Valiant,Overwatch League Stage 4,San Francisco Shock,2019-08-26,False,29,7,13,16,36,29,0.8055555555555556,0.4482758620689655,46,30,42,32,76,74,0.6052631578947368,0.5675675675675675,3,0,2,1,1.0,0.6666666666666666,5,0,3,2,1.0,0.6,9,1,6,4,0.9,0.6,17,3,12,8,0.85,0.6,9,2,2,4,6,0.3333333333333333,0
563,563,30172,Chengdu Hunters,Guangzhou Charge,Overwatch League 2019 Post-Season,Guangzhou Charge,2019-08-31,False,13,15,15,13,28,28,0.4642857142857143,0.5357142857142857,13,15,15,13,28,28,0.4642857142857143,0.5357142857142857,1,2,3,0,0.3333333333333333,1.0,2,3,4,1,0.4,0.8,6,4,8,2,0.6,0.8,9,11,12,8,0.45,0.6,,,1,1,2,0.5,1
564,564,30173,Shanghai Dragons,Philadelphia Fusion,Overwatch League 2019 Post-Season,Shanghai Dragons,2019-08-31,False,16,16,16,14,32,30,0.5,0.5333333333333333,16,56,45,34,72,79,0.2222222222222222,0.569620253164557,0,3,1,2,0.0,0.3333333333333333,0,5,3,2,0.0,0.6,4,6,5,5,0.4,0.5,10,10,10,10,0.5,0.5,12,6,1,4,5,0.2,0
565,565,30175,Shanghai Dragons,London Spitfire,Overwatch League 2019 Post-Season,London Spitfire,2019-08-31,False,16,16,15,13,32,28,0.5,0.5357142857142857,16,56,47,31,72,78,0.2222222222222222,0.6025641025641025,0,3,1,2,0.0,0.3333333333333333,0,5,2,3,0.0,0.4,4,6,5,5,0.4,0.5,10,10,11,9,0.5,0.55,12,5,1,3,4,0.25,1
566,566,30176,Guangzhou Charge,Seoul Dynasty,Overwatch League 2019 Post-Season,Seoul Dynasty,2019-08-31,False,15,13,16,15,28,31,0.5357142857142857,0.5161290322580645,15,13,38,33,28,71,0.5357142857142857,0.5352112676056338,3,0,2,1,1.0,0.6666666666666666,4,1,3,2,0.8,0.6,8,2,5,5,0.8,0.5,12,8,11,9,0.6,0.55,,8,1,1,2,0.5,1
567,567,30151,Seoul Dynasty,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-05,False,17,15,31,5,32,36,0.53125,0.8611111111111112,39,33,31,5,72,36,0.5416666666666666,0.8611111111111112,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,3,2,0.6,0.6,5,5,7,3,0.5,0.7,11,9,15,5,0.55,0.75,8,,0,3,3,0.0,1
568,568,30152,Los Angeles Gladiators,Hangzhou Spark,Overwatch League 2019 Post-Season,Los Angeles Gladiators,2019-09-06,False,17,12,19,12,29,31,0.5862068965517241,0.6129032258064516,43,31,19,12,74,31,0.581081081081081,0.6129032258064516,2,1,3,0,0.6666666666666666,1.0,3,2,4,1,0.6,0.8,5,5,6,4,0.5,0.6,12,8,14,6,0.6,0.7,4,,0,2,2,0.0,0
569,569,30153,London Spitfire,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-06,False,16,13,23,9,29,32,0.5517241379310345,0.71875,48,31,61,19,79,80,0.6075949367088608,0.7625,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,2,3,0.4,0.4,5,5,5,5,0.5,0.5,11,9,12,8,0.55,0.6,5,1,2,5,7,0.2857142857142857,1
570,570,30154,Atlanta Reign,San Francisco Shock,Overwatch League 2019 Post-Season,Atlanta Reign,2019-09-07,False,16,13,30,7,29,37,0.5517241379310345,0.8108108108108109,16,13,47,30,29,77,0.5517241379310345,0.6103896103896104,3,0,3,0,1.0,1.0,5,0,5,0,1.0,1.0,9,1,9,1,0.9,0.9,12,8,17,3,0.6,0.85,,9,0,1,1,0.0,0
571,571,30161,Seoul Dynasty,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-08,False,17,16,19,13,33,32,0.5151515151515151,0.59375,39,34,19,13,73,32,0.5342465753424658,0.59375,1,2,2,1,0.3333333333333333,0.6666666666666666,3,2,4,1,0.6,0.8,4,6,5,5,0.4,0.5,10,10,13,7,0.5,0.65,8,,0,2,2,0.0,1
572,572,30164,London Spitfire,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-08,False,16,14,30,8,30,38,0.5333333333333333,0.7894736842105263,48,32,47,31,80,78,0.6,0.6025641025641025,1,2,2,1,0.3333333333333333,0.6666666666666666,2,3,4,1,0.4,0.8,5,5,8,2,0.5,0.8,10,10,16,4,0.5,0.8,5,9,4,1,5,0.8,1
573,573,30155,Los Angeles Gladiators,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-08,False,18,12,32,5,30,37,0.6,0.8648648648648649,44,31,32,5,75,37,0.5866666666666667,0.8648648648648649,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,4,1,0.6,0.8,6,4,7,3,0.6,0.7,12,8,15,5,0.6,0.75,4,,0,2,2,0.0,1
574,574,30163,Atlanta Reign,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-08,False,17,13,24,9,30,33,0.5666666666666667,0.7272727272727273,17,13,62,19,30,81,0.5666666666666667,0.7654320987654321,3,0,2,1,1.0,0.6666666666666666,5,0,3,2,1.0,0.6,10,0,5,5,1.0,0.5,13,7,12,8,0.65,0.6,,1,2,0,2,1.0,1
575,575,30162,Atlanta Reign,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-12,False,17,14,20,13,31,33,0.5483870967741935,0.6060606060606061,17,14,20,13,31,33,0.5483870967741935,0.6060606060606061,2,1,2,1,0.6666666666666666,0.6666666666666666,4,1,4,1,0.8,0.8,9,1,5,5,0.9,0.5,13,7,13,7,0.65,0.65,,,1,0,1,1.0,1
576,576,30159,Los Angeles Gladiators,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-13,False,18,13,31,8,31,39,0.5806451612903226,0.7948717948717948,44,32,48,31,76,79,0.5789473684210527,0.6075949367088608,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,4,1,0.6,0.8,5,5,8,2,0.5,0.8,11,9,16,4,0.55,0.8,4,9,4,2,6,0.6666666666666666,1
577,577,30156,New York Excelsior,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-13,False,25,9,33,5,34,38,0.7352941176470589,0.868421052631579,63,19,33,5,82,38,0.7682926829268293,0.868421052631579,2,1,3,0,0.6666666666666666,1.0,3,2,4,1,0.6,0.8,5,5,7,3,0.5,0.7,13,7,15,5,0.65,0.75,1,,0,2,2,0.0,1
578,578,30160,Hangzhou Spark,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-14,False,21,13,32,8,34,40,0.6176470588235294,0.8,21,13,49,31,34,80,0.6176470588235294,0.6125,2,1,2,1,0.6666666666666666,0.6666666666666666,4,1,4,1,0.8,0.8,6,4,9,1,0.6,0.9,13,7,16,4,0.65,0.8,,9,0,3,3,0.0,1
579,579,30158,San Francisco Shock,New York Excelsior,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-15,False,33,8,25,10,41,35,0.8048780487804879,0.7142857142857143,50,31,63,20,81,83,0.6172839506172839,0.7590361445783133,3,0,2,1,1.0,0.6666666666666666,4,1,3,2,0.8,0.6,9,1,5,5,0.9,0.5,16,4,13,7,0.8,0.65,9,1,0,4,4,0.0,0
580,580,30157,San Francisco Shock,Vancouver Titans,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-29,False,34,8,34,5,42,39,0.8095238095238095,0.8717948717948718,51,31,34,5,82,39,0.6219512195121951,0.8717948717948718,3,0,3,0,1.0,1.0,4,1,4,1,0.8,0.8,9,1,8,2,0.9,0.8,17,3,15,5,0.85,0.75,9,,2,2,4,0.5,0
581,581,30991,Toronto Defiant,Paris Eternal,OWL 2020 Regular Season,Toronto Defiant,2020-02-08,False,0,0,0,0,0,0,0,0,8,21,11,16,29,27,0.27586206896551724,0.4074074074074074,0,3,2,1,0.0,0.6666666666666666,1,4,2,3,0.2,0.4,1,9,3,7,0.1,0.3,2,18,8,12,0.1,0.4,17,14,1,1,2,0.5,0
582,582,30992,London Spitfire,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-08,False,0,0,0,0,0,0,0,0,48,33,63,21,81,84,0.5925925925925926,0.75,1,2,1,2,0.3333333333333333,0.3333333333333333,2,3,2,3,0.4,0.4,5,5,5,5,0.5,0.5,9,11,12,8,0.45,0.6,7,2,2,6,8,0.25,1
583,583,30993,Los Angeles Gladiators,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-08,False,0,0,0,0,0,0,0,0,44,33,34,6,77,40,0.5714285714285714,0.85,1,2,2,1,0.3333333333333333,0.6666666666666666,2,3,4,1,0.4,0.8,5,5,7,3,0.5,0.7,10,10,15,5,0.5,0.75,5,1,0,3,3,0.0,1
584,584,30994,Los Angeles Valiant,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Valiant,2020-02-09,False,0,0,0,0,0,0,0,0,42,33,22,48,75,70,0.56,0.3142857142857143,1,2,0,3,0.3333333333333333,0.0,3,2,0,5,0.6,0.0,6,4,0,10,0.6,0.0,12,8,4,16,0.6,0.2,13,15,4,2,6,0.6666666666666666,0
585,585,30995,London Spitfire,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,2020-02-09,False,0,1,0,1,1,1,0.0,0.0,48,34,11,17,82,28,0.5853658536585366,0.39285714285714285,0,3,1,2,0.0,0.3333333333333333,1,4,2,3,0.2,0.4,4,6,3,7,0.4,0.3,9,11,7,13,0.45,0.35,7,14,0,1,1,0.0,1
586,586,30996,Boston Uprising,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-09,False,0,0,1,0,0,1,0,1.0,36,38,64,21,74,85,0.4864864864864865,0.7529411764705882,0,3,1,2,0.0,0.3333333333333333,0,5,3,2,0.0,0.6,1,9,5,5,0.1,0.5,3,17,13,7,0.15,0.65,19,2,2,5,7,0.2857142857142857,1
587,587,30997,Los Angeles Valiant,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-09,False,0,0,1,0,0,1,0,1.0,42,33,35,6,75,41,0.56,0.8536585365853658,1,2,2,1,0.3333333333333333,0.6666666666666666,3,2,4,1,0.6,0.8,6,4,7,3,0.6,0.7,12,8,15,5,0.6,0.75,13,1,1,1,2,0.5,1
588,588,30998,San Francisco Shock,Dallas Fuel,OWL 2020 Regular Season,San Francisco Shock,2020-02-10,False,0,0,0,1,0,1,0,0.0,52,31,22,49,83,71,0.6265060240963856,0.30985915492957744,3,0,0,3,1.0,0.0,5,0,0,5,1.0,0.0,9,1,0,10,0.9,0.0,17,3,4,16,0.85,0.2,3,15,5,1,6,0.8333333333333334,0
589,589,31001,Florida Mayhem,Houston Outlaws,OWL 2020 Regular Season,Florida Mayhem,2020-02-15,False,0,0,0,0,0,0,0,0,13,55,31,39,68,70,0.19117647058823528,0.44285714285714284,2,1,0,3,0.6666666666666666,0.0,4,1,0,5,0.8,0.0,4,6,3,7,0.4,0.3,5,15,6,14,0.25,0.3,20,16,1,5,6,0.16666666666666666,0
590,590,31002,Washington Justice,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-15,False,0,0,0,0,0,0,0,0,8,20,45,35,28,80,0.2857142857142857,0.5625,2,1,1,2,0.6666666666666666,0.3333333333333333,4,1,2,3,0.8,0.4,6,4,4,6,0.6,0.4,7,13,9,11,0.35,0.45,17,10,0,2,2,0.0,1
591,591,31005,Washington Justice,Houston Outlaws,OWL 2020 Regular Season,Washington Justice,2020-02-16,False,0,1,0,1,1,1,0.0,0.0,8,21,31,40,29,71,0.27586206896551724,0.43661971830985913,1,2,0,3,0.3333333333333333,0.0,3,2,0,5,0.6,0.0,6,4,2,8,0.6,0.2,7,13,6,14,0.35,0.3,17,16,1,1,2,0.5,0
592,592,31006,Florida Mayhem,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-16,False,1,0,1,0,1,1,1.0,1.0,14,55,46,35,69,81,0.2028985507246377,0.5679012345679012,3,0,2,1,1.0,0.6666666666666666,4,1,2,3,0.8,0.4,5,5,4,6,0.5,0.4,6,14,9,11,0.3,0.45,20,10,1,5,6,0.16666666666666666,1
593,593,31010,New York Excelsior,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-22,False,2,0,2,0,2,2,1.0,1.0,65,21,47,35,86,82,0.7558139534883721,0.573170731707317,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,3,2,0.6,0.6,6,4,5,5,0.6,0.5,13,7,10,10,0.65,0.5,2,10,6,3,9,0.6666666666666666,1
594,594,31011,Boston Uprising,Houston Outlaws,OWL 2020 Regular Season,Boston Uprising,2020-02-22,False,0,1,0,2,1,2,0.0,0.0,36,39,31,41,75,72,0.48,0.4305555555555556,0,3,0,3,0.0,0.0,0,5,0,5,0.0,0.0,1,9,1,9,0.1,0.1,2,18,6,14,0.1,0.3,19,16,2,4,6,0.3333333333333333,0
595,595,31012,Paris Eternal,Washington Justice,OWL 2020 Regular Season,Paris Eternal,2020-02-23,False,1,1,1,1,2,2,0.5,0.5,12,17,9,21,29,30,0.41379310344827586,0.3,1,2,2,1,0.3333333333333333,0.6666666666666666,3,2,3,2,0.6,0.6,4,6,7,3,0.4,0.7,8,12,8,12,0.4,0.4,14,17,1,1,2,0.5,0
596,596,31016,New York Excelsior,Houston Outlaws,OWL 2020 Regular Season,New York Excelsior,2020-02-23,False,2,1,0,3,3,3,0.6666666666666666,0.0,65,22,31,42,87,73,0.7471264367816092,0.4246575342465753,2,1,0,3,0.6666666666666666,0.0,2,3,0,5,0.4,0.0,5,5,1,9,0.5,0.1,12,8,6,14,0.6,0.3,2,16,6,0,6,1.0,0
597,597,31017,Toronto Defiant,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-23,False,1,0,3,0,1,3,1.0,1.0,9,21,48,35,30,83,0.3,0.5783132530120482,1,2,3,0,0.3333333333333333,1.0,1,4,4,1,0.2,0.8,2,8,6,4,0.2,0.6,3,17,11,9,0.15,0.55,17,10,0,2,2,0.0,1
598,598,31018,London Spitfire,Washington Justice,OWL 2020 Regular Season,London Spitfire,2020-02-24,False,0,2,1,2,2,3,0.0,0.3333333333333333,48,35,9,22,83,31,0.5783132530120482,0.2903225806451613,0,3,1,2,0.0,0.3333333333333333,1,4,2,3,0.2,0.4,3,7,7,3,0.3,0.7,8,12,8,12,0.4,0.4,7,17,2,0,2,1.0,0
599,599,31023,New York Excelsior,Florida Mayhem,OWL 2020 Regular Season,New York Excelsior,2020-02-29,False,3,1,1,1,4,2,0.75,0.5,66,22,14,56,88,70,0.75,0.2,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,3,2,0.6,0.6,6,4,5,5,0.6,0.5,12,8,6,14,0.6,0.3,2,20,6,0,6,1.0,0
600,600,31024,Toronto Defiant,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,2020-02-29,False,1,1,0,0,2,0,0.5,0,9,22,17,15,31,32,0.2903225806451613,0.53125,1,2,1,2,0.3333333333333333,0.3333333333333333,1,4,3,2,0.2,0.6,2,8,8,2,0.2,0.8,3,17,12,8,0.15,0.6,17,6,0,2,2,0.0,1
