,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label,t1_odds,t2_odds
544,544,21458,Washington Justice,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-16,False,7.0,19.0,12.0,13.0,26.0,25.0,0.2692307692307692,0.48,7.0,19.0,12.0,13.0,26.0,25.0,0.2692307692307692,0.48,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,0.5,0.5,7.0,13.0,9.0,11.0,0.35,0.45,,,0,1,1,0.0,1,-119,-112
545,545,21464,Chengdu Hunters,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,2019-08-17,False,12.0,14.0,27.0,7.0,26.0,34.0,0.4615384615384616,0.7941176470588235,12.0,14.0,44.0,30.0,26.0,74.0,0.4615384615384616,0.5945945945945946,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,5.0,0.0,0.6,1.0,6.0,4.0,8.0,2.0,0.6,0.8,10.0,10.0,17.0,3.0,0.5,0.85,,9.0,1,0,1,1.0,1,459,-833
546,546,21484,Los Angeles Gladiators,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-17,False,16.0,11.0,17.0,12.0,27.0,29.0,0.5925925925925926,0.5862068965517241,42.0,30.0,17.0,12.0,72.0,29.0,0.5833333333333334,0.5862068965517241,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,2.0,3.0,0.6,0.4,6.0,4.0,6.0,4.0,0.6,0.6,13.0,7.0,13.0,7.0,0.65,0.65,4.0,,0,1,1,0.0,1,-323,206
547,547,21493,Paris Eternal,Shanghai Dragons,Overwatch League Stage 4,Paris Eternal,2019-08-17,False,10.0,15.0,16.0,14.0,25.0,30.0,0.4,0.5333333333333333,10.0,15.0,16.0,54.0,25.0,70.0,0.4,0.22857142857142854,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,1.0,4.0,0.4,0.2,3.0,7.0,5.0,5.0,0.3,0.5,8.0,12.0,12.0,8.0,0.4,0.6,,12.0,0,0,0,,0,229,-312
548,548,21503,Los Angeles Valiant,Boston Uprising,Overwatch League Stage 4,Los Angeles Valiant,2019-08-17,False,12.0,15.0,8.0,18.0,27.0,26.0,0.4444444444444444,0.3076923076923077,41.0,31.0,36.0,35.0,72.0,71.0,0.5694444444444444,0.5070422535211268,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,0.0,5.0,0.6,0.0,7.0,3.0,1.0,9.0,0.7,0.1,12.0,8.0,5.0,15.0,0.6,0.25,2.0,3.0,1,3,4,0.25,0,-833,496
549,549,21428,Seoul Dynasty,Philadelphia Fusion,Overwatch League Stage 4,Philadelphia Fusion,2019-08-17,False,16.0,14.0,15.0,14.0,30.0,29.0,0.5333333333333333,0.5172413793103449,38.0,32.0,44.0,34.0,70.0,78.0,0.5428571428571428,0.5641025641025641,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,5.0,5.0,5.0,5.0,0.5,0.5,11.0,9.0,9.0,11.0,0.55,0.45,8.0,6.0,2,1,3,0.6666666666666666,1,-385,268
550,550,21459,Chengdu Hunters,Houston Outlaws,Overwatch League Stage 4,Chengdu Hunters,2019-08-18,False,12.0,15.0,9.0,19.0,27.0,28.0,0.4444444444444444,0.32142857142857145,12.0,15.0,31.0,38.0,27.0,69.0,0.4444444444444444,0.4492753623188406,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,1.0,4.0,0.4,0.2,5.0,5.0,3.0,7.0,0.5,0.3,9.0,11.0,6.0,14.0,0.45,0.3,,7.0,0,0,0,,0,-189,142
551,551,21504,London Spitfire,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-18,False,15.0,12.0,13.0,13.0,27.0,26.0,0.5555555555555556,0.5,47.0,30.0,13.0,13.0,77.0,26.0,0.6103896103896104,0.5,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,5.0,0.0,0.6,1.0,5.0,5.0,6.0,4.0,0.5,0.6,12.0,8.0,9.0,11.0,0.6,0.45,5.0,,1,0,1,1.0,1,-125,-108
552,552,21465,Paris Eternal,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-18,False,11.0,15.0,7.0,20.0,26.0,27.0,0.4230769230769231,0.25925925925925924,11.0,15.0,7.0,20.0,26.0,27.0,0.4230769230769231,0.25925925925925924,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,4.0,6.0,5.0,5.0,0.4,0.5,8.0,12.0,6.0,14.0,0.4,0.3,,,1,0,1,1.0,1,163,-217
553,553,21460,Florida Mayhem,Toronto Defiant,Overwatch League Stage 4,Florida Mayhem,2019-08-18,False,5.0,22.0,8.0,20.0,27.0,28.0,0.1851851851851852,0.2857142857142857,12.0,55.0,8.0,20.0,67.0,28.0,0.1791044776119403,0.2857142857142857,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,1.0,4.0,0.6,0.2,4.0,6.0,1.0,9.0,0.4,0.1,4.0,16.0,3.0,17.0,0.2,0.15,11.0,,1,0,1,1.0,0,-312,227
554,554,21512,Dallas Fuel,Guangzhou Charge,Overwatch League Stage 4,Guangzhou Charge,2019-08-19,False,10.0,17.0,14.0,13.0,27.0,27.0,0.3703703703703704,0.5185185185185185,22.0,46.0,14.0,13.0,68.0,27.0,0.3235294117647059,0.5185185185185185,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.8,0.0,10.0,8.0,2.0,0.0,0.8,6.0,14.0,11.0,9.0,0.3,0.55,10.0,,0,1,1,0.0,1,500,-909
555,555,21485,Atlanta Reign,Dallas Fuel,Overwatch League Stage 4,Atlanta Reign,2019-08-24,False,14.0,13.0,10.0,18.0,27.0,28.0,0.5185185185185185,0.35714285714285715,14.0,13.0,22.0,47.0,27.0,69.0,0.5185185185185185,0.3188405797101449,3.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,7.0,3.0,0.0,10.0,0.7,0.0,10.0,10.0,5.0,15.0,0.5,0.25,,10.0,0,0,0,,0,-1429,665
556,556,21494,Boston Uprising,New York Excelsior,Overwatch League Stage 4,New York Excelsior,2019-08-24,False,8.0,19.0,22.0,8.0,27.0,30.0,0.2962962962962963,0.7333333333333333,36.0,36.0,60.0,18.0,72.0,78.0,0.5,0.7692307692307693,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,1.0,9.0,6.0,4.0,0.1,0.6,4.0,16.0,13.0,7.0,0.2,0.65,3.0,1.0,2,4,6,0.3333333333333333,1,378,-588
557,557,21521,San Francisco Shock,Vancouver Titans,Overwatch League Stage 4,San Francisco Shock,2019-08-25,False,28.0,7.0,30.0,4.0,35.0,34.0,0.8,0.8823529411764706,45.0,30.0,30.0,4.0,75.0,34.0,0.6,0.8823529411764706,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,4.0,1.0,1.0,0.8,8.0,2.0,7.0,3.0,0.8,0.7,17.0,3.0,16.0,4.0,0.85,0.8,9.0,,1,2,3,0.3333333333333333,0,-222,162
558,558,21419,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Gladiators,2019-08-25,False,16.0,12.0,13.0,15.0,28.0,28.0,0.5714285714285714,0.4642857142857143,42.0,31.0,42.0,31.0,73.0,73.0,0.5753424657534246,0.5753424657534246,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,4.0,1.0,0.4,0.8,5.0,5.0,7.0,3.0,0.5,0.7,12.0,8.0,13.0,7.0,0.6,0.65,4.0,2.0,2,4,6,0.3333333333333333,0,-130,100
559,559,21514,Hangzhou Spark,Shanghai Dragons,Overwatch League Stage 4,Hangzhou Spark,2019-08-25,False,18.0,12.0,16.0,15.0,30.0,31.0,0.6,0.5161290322580645,18.0,12.0,16.0,55.0,30.0,71.0,0.6,0.22535211267605634,3.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,4.0,0.6,0.2,6.0,4.0,5.0,5.0,0.6,0.5,13.0,7.0,11.0,9.0,0.65,0.55,,12.0,1,0,1,1.0,0,-278,200
560,560,21446,Atlanta Reign,Boston Uprising,Overwatch League Stage 4,Atlanta Reign,2019-08-25,False,15.0,13.0,8.0,20.0,28.0,28.0,0.5357142857142857,0.2857142857142857,15.0,13.0,36.0,37.0,28.0,73.0,0.5357142857142857,0.4931506849315068,3.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,8.0,2.0,1.0,9.0,0.8,0.1,11.0,9.0,4.0,16.0,0.55,0.2,,3.0,0,1,1,0.0,0,-1429,645
561,561,21513,New York Excelsior,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-25,False,23.0,8.0,30.0,4.0,31.0,34.0,0.7419354838709677,0.8823529411764706,61.0,18.0,30.0,4.0,79.0,34.0,0.7721518987341772,0.8823529411764706,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,6.0,4.0,7.0,3.0,0.6,0.7,13.0,7.0,16.0,4.0,0.65,0.8,1.0,,0,1,1,0.0,1,261,-370
562,562,21515,San Francisco Shock,Los Angeles Valiant,Overwatch League Stage 4,San Francisco Shock,2019-08-26,False,29.0,7.0,13.0,16.0,36.0,29.0,0.8055555555555556,0.4482758620689655,46.0,30.0,42.0,32.0,76.0,74.0,0.6052631578947368,0.5675675675675675,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,9.0,1.0,6.0,4.0,0.9,0.6,17.0,3.0,12.0,8.0,0.85,0.6,9.0,2.0,2,4,6,0.3333333333333333,0,-435,298
563,563,30172,Chengdu Hunters,Guangzhou Charge,Overwatch League 2019 Post-Season,Guangzhou Charge,2019-08-31,False,13.0,15.0,15.0,13.0,28.0,28.0,0.4642857142857143,0.5357142857142857,13.0,15.0,15.0,13.0,28.0,28.0,0.4642857142857143,0.5357142857142857,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,4.0,1.0,0.4,0.8,6.0,4.0,8.0,2.0,0.6,0.8,9.0,11.0,12.0,8.0,0.45,0.6,,,1,1,2,0.5,1,305,-435
564,564,30173,Shanghai Dragons,Philadelphia Fusion,Overwatch League 2019 Post-Season,Shanghai Dragons,2019-08-31,False,16.0,16.0,16.0,14.0,32.0,30.0,0.5,0.5333333333333333,16.0,56.0,45.0,34.0,72.0,79.0,0.2222222222222222,0.569620253164557,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,3.0,2.0,0.0,0.6,4.0,6.0,5.0,5.0,0.4,0.5,10.0,10.0,10.0,10.0,0.5,0.5,12.0,6.0,1,4,5,0.2,0,-110,-110
565,565,30175,Shanghai Dragons,London Spitfire,Overwatch League 2019 Post-Season,London Spitfire,2019-08-31,False,16.0,16.0,15.0,13.0,32.0,28.0,0.5,0.5357142857142857,16.0,56.0,47.0,31.0,72.0,78.0,0.2222222222222222,0.6025641025641025,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,4.0,6.0,5.0,5.0,0.4,0.5,10.0,10.0,11.0,9.0,0.5,0.55,12.0,5.0,1,3,4,0.25,1,156,-208
566,566,30176,Guangzhou Charge,Seoul Dynasty,Overwatch League 2019 Post-Season,Seoul Dynasty,2019-08-31,False,15.0,13.0,16.0,15.0,28.0,31.0,0.5357142857142857,0.5161290322580645,15.0,13.0,38.0,33.0,28.0,71.0,0.5357142857142857,0.5352112676056338,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,8.0,2.0,5.0,5.0,0.8,0.5,12.0,8.0,11.0,9.0,0.6,0.55,,8.0,1,1,2,0.5,1,-208,160
567,567,30151,Seoul Dynasty,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-05,False,17.0,15.0,31.0,5.0,32.0,36.0,0.53125,0.8611111111111112,39.0,33.0,31.0,5.0,72.0,36.0,0.5416666666666666,0.8611111111111112,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,5.0,5.0,7.0,3.0,0.5,0.7,11.0,9.0,15.0,5.0,0.55,0.75,8.0,,0,3,3,0.0,1,188,-256
568,568,30152,Los Angeles Gladiators,Hangzhou Spark,Overwatch League 2019 Post-Season,Los Angeles Gladiators,2019-09-06,False,17.0,12.0,19.0,12.0,29.0,31.0,0.5862068965517241,0.6129032258064516,43.0,31.0,19.0,12.0,74.0,31.0,0.581081081081081,0.6129032258064516,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,6.0,4.0,0.5,0.6,12.0,8.0,14.0,6.0,0.6,0.7,4.0,,0,2,2,0.0,0,-103,-127
569,569,30153,London Spitfire,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-06,False,16.0,13.0,23.0,9.0,29.0,32.0,0.5517241379310345,0.71875,48.0,31.0,61.0,19.0,79.0,80.0,0.6075949367088608,0.7625,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,5.0,5.0,0.5,0.5,11.0,9.0,12.0,8.0,0.55,0.6,5.0,1.0,2,5,7,0.2857142857142857,1,-145,110
570,570,30154,Atlanta Reign,San Francisco Shock,Overwatch League 2019 Post-Season,Atlanta Reign,2019-09-07,False,16.0,13.0,30.0,7.0,29.0,37.0,0.5517241379310345,0.8108108108108109,16.0,13.0,47.0,30.0,29.0,77.0,0.5517241379310345,0.6103896103896104,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,9.0,1.0,9.0,1.0,0.9,0.9,12.0,8.0,17.0,3.0,0.6,0.85,,9.0,0,1,1,0.0,0,269,-385
571,571,30161,Seoul Dynasty,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-08,False,17.0,16.0,19.0,13.0,33.0,32.0,0.5151515151515151,0.59375,39.0,34.0,19.0,13.0,73.0,32.0,0.5342465753424658,0.59375,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,4.0,6.0,5.0,5.0,0.4,0.5,10.0,10.0,13.0,7.0,0.5,0.65,8.0,,0,2,2,0.0,1,,
572,572,30164,London Spitfire,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-08,False,16.0,14.0,30.0,8.0,30.0,38.0,0.5333333333333333,0.7894736842105263,48.0,32.0,47.0,31.0,80.0,78.0,0.6,0.6025641025641025,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,5.0,5.0,8.0,2.0,0.5,0.8,10.0,10.0,16.0,4.0,0.5,0.8,5.0,9.0,4,1,5,0.8,1,400,-1250
573,573,30155,Los Angeles Gladiators,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-08,False,18.0,12.0,32.0,5.0,30.0,37.0,0.6,0.8648648648648649,44.0,31.0,32.0,5.0,75.0,37.0,0.5866666666666667,0.8648648648648649,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,6.0,4.0,7.0,3.0,0.6,0.7,12.0,8.0,15.0,5.0,0.6,0.75,4.0,,0,2,2,0.0,1,199,-270
574,574,30163,Atlanta Reign,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-08,False,17.0,13.0,24.0,9.0,30.0,33.0,0.5666666666666667,0.7272727272727273,17.0,13.0,62.0,19.0,30.0,81.0,0.5666666666666667,0.7654320987654321,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,10.0,0.0,5.0,5.0,1.0,0.5,13.0,7.0,12.0,8.0,0.65,0.6,,1.0,2,0,2,1.0,1,-139,125
575,575,30162,Atlanta Reign,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-12,False,17.0,14.0,20.0,13.0,31.0,33.0,0.5483870967741935,0.6060606060606061,17.0,14.0,20.0,13.0,31.0,33.0,0.5483870967741935,0.6060606060606061,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,9.0,1.0,5.0,5.0,0.9,0.5,13.0,7.0,13.0,7.0,0.65,0.65,,,1,0,1,1.0,1,-141,106
576,576,30159,Los Angeles Gladiators,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-13,False,18.0,13.0,31.0,8.0,31.0,39.0,0.5806451612903226,0.7948717948717948,44.0,32.0,48.0,31.0,76.0,79.0,0.5789473684210527,0.6075949367088608,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,8.0,2.0,0.5,0.8,11.0,9.0,16.0,4.0,0.55,0.8,4.0,9.0,4,2,6,0.6666666666666666,1,240,-476
577,577,30156,New York Excelsior,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-13,False,25.0,9.0,33.0,5.0,34.0,38.0,0.7352941176470589,0.8684210526315791,63.0,19.0,33.0,5.0,82.0,38.0,0.7682926829268293,0.8684210526315791,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,7.0,3.0,0.5,0.7,13.0,7.0,15.0,5.0,0.65,0.75,1.0,,0,2,2,0.0,1,138,-182
578,578,30160,Hangzhou Spark,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-14,False,21.0,13.0,32.0,8.0,34.0,40.0,0.6176470588235294,0.8,21.0,13.0,49.0,31.0,34.0,80.0,0.6176470588235294,0.6125,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,6.0,4.0,9.0,1.0,0.6,0.9,13.0,7.0,16.0,4.0,0.65,0.8,,9.0,0,3,3,0.0,1,235,-323
579,579,30158,San Francisco Shock,New York Excelsior,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-15,False,33.0,8.0,25.0,10.0,41.0,35.0,0.8048780487804879,0.7142857142857143,50.0,31.0,63.0,20.0,81.0,83.0,0.6172839506172839,0.7590361445783133,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,9.0,1.0,5.0,5.0,0.9,0.5,16.0,4.0,13.0,7.0,0.8,0.65,9.0,1.0,0,4,4,0.0,0,-278,204
580,580,30157,San Francisco Shock,Vancouver Titans,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-29,False,34.0,8.0,34.0,5.0,42.0,39.0,0.8095238095238095,0.8717948717948718,51.0,31.0,34.0,5.0,82.0,39.0,0.6219512195121951,0.8717948717948718,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.8,0.8,9.0,1.0,8.0,2.0,0.9,0.8,17.0,3.0,15.0,5.0,0.85,0.75,9.0,,2,2,4,0.5,0,-204,152
581,581,30991,Toronto Defiant,Paris Eternal,OWL 2020 Regular Season,Toronto Defiant,2020-02-08,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,11.0,16.0,29.0,27.0,0.27586206896551724,0.4074074074074074,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,1.0,4.0,2.0,3.0,0.2,0.4,1.0,9.0,3.0,7.0,0.1,0.3,2.0,18.0,8.0,12.0,0.1,0.4,17.0,14.0,1,1,2,0.5,0,-127,-115
582,582,30992,London Spitfire,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-08,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,63.0,21.0,81.0,84.0,0.5925925925925926,0.75,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,5.0,5.0,0.5,0.5,9.0,11.0,12.0,8.0,0.45,0.6,7.0,2.0,2,6,8,0.25,1,367,-588
583,583,30993,Los Angeles Gladiators,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-08,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,33.0,34.0,6.0,77.0,40.0,0.5714285714285714,0.85,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,5.0,5.0,7.0,3.0,0.5,0.7,10.0,10.0,15.0,5.0,0.5,0.75,5.0,1.0,0,3,3,0.0,1,167,-227
584,584,30994,Los Angeles Valiant,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Valiant,2020-02-09,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,33.0,22.0,48.0,75.0,70.0,0.56,0.3142857142857143,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,0.0,10.0,0.6,0.0,12.0,8.0,4.0,16.0,0.6,0.2,13.0,15.0,4,2,6,0.6666666666666666,0,,
585,585,30995,London Spitfire,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,2020-02-09,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,48.0,34.0,11.0,17.0,82.0,28.0,0.5853658536585366,0.3928571428571429,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,2.0,3.0,0.2,0.4,4.0,6.0,3.0,7.0,0.4,0.3,9.0,11.0,7.0,13.0,0.45,0.35,7.0,14.0,0,1,1,0.0,1,-159,119
586,586,30996,Boston Uprising,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-09,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,36.0,38.0,64.0,21.0,74.0,85.0,0.4864864864864865,0.7529411764705882,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,3.0,2.0,0.0,0.6,1.0,9.0,5.0,5.0,0.1,0.5,3.0,17.0,13.0,7.0,0.15,0.65,19.0,2.0,2,5,7,0.2857142857142857,1,643,-1429
587,587,30997,Los Angeles Valiant,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-09,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,42.0,33.0,35.0,6.0,75.0,41.0,0.56,0.8536585365853658,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,6.0,4.0,7.0,3.0,0.6,0.7,12.0,8.0,15.0,5.0,0.6,0.75,13.0,1.0,1,1,2,0.5,1,368,-526
588,588,30998,San Francisco Shock,Dallas Fuel,OWL 2020 Regular Season,San Francisco Shock,2020-02-10,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,31.0,22.0,49.0,83.0,71.0,0.6265060240963856,0.30985915492957744,3.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,9.0,1.0,0.0,10.0,0.9,0.0,17.0,3.0,4.0,16.0,0.85,0.2,3.0,15.0,5,1,6,0.8333333333333334,0,,
589,589,31001,Florida Mayhem,Houston Outlaws,OWL 2020 Regular Season,Florida Mayhem,2020-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,31.0,39.0,68.0,70.0,0.19117647058823528,0.4428571428571429,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,4.0,1.0,0.0,5.0,0.8,0.0,4.0,6.0,3.0,7.0,0.4,0.3,5.0,15.0,6.0,14.0,0.25,0.3,20.0,16.0,1,5,6,0.16666666666666666,0,-156,119
590,590,31002,Washington Justice,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,45.0,35.0,28.0,80.0,0.2857142857142857,0.5625,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,2.0,3.0,0.8,0.4,6.0,4.0,4.0,6.0,0.6,0.4,7.0,13.0,9.0,11.0,0.35,0.45,17.0,10.0,0,2,2,0.0,1,231,-323
591,591,31005,Washington Justice,Houston Outlaws,OWL 2020 Regular Season,Washington Justice,2020-02-16,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,21.0,31.0,40.0,29.0,71.0,0.27586206896551724,0.4366197183098591,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,2.0,8.0,0.6,0.2,7.0,13.0,6.0,14.0,0.35,0.3,17.0,16.0,1,1,2,0.5,0,-263,189
592,592,31006,Florida Mayhem,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-16,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,55.0,46.0,35.0,69.0,81.0,0.2028985507246377,0.5679012345679012,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,2.0,3.0,0.8,0.4,5.0,5.0,4.0,6.0,0.5,0.4,6.0,14.0,9.0,11.0,0.3,0.45,20.0,10.0,1,5,6,0.16666666666666666,1,172,-233
593,593,31010,New York Excelsior,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-22,False,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,65.0,21.0,47.0,35.0,86.0,82.0,0.7558139534883721,0.573170731707317,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,5.0,5.0,0.6,0.5,13.0,7.0,10.0,10.0,0.65,0.5,2.0,10.0,6,3,9,0.6666666666666666,1,-213,158
594,594,31011,Boston Uprising,Houston Outlaws,OWL 2020 Regular Season,Boston Uprising,2020-02-22,False,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,36.0,39.0,31.0,41.0,75.0,72.0,0.48,0.4305555555555556,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,9.0,1.0,9.0,0.1,0.1,2.0,18.0,6.0,14.0,0.1,0.3,19.0,16.0,2,4,6,0.3333333333333333,0,-156,117
