,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label,t1_odds,t2_odds
237,237,10623,Dallas Fuel,Seoul Dynasty,Overwatch League - Stage 4,Seoul Dynasty,2018-06-14,False,11.0,27.0,21.0,17.0,38.0,38.0,0.2894736842105263,0.5526315789473685,11.0,27.0,21.0,17.0,38.0,38.0,0.2894736842105263,0.5526315789473685,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,5.0,5.0,3.0,7.0,0.5,0.3,6.0,14.0,8.0,12.0,0.3,0.4,,,0,3,3,0.0,1,159,-128
238,238,10624,Philadelphia Fusion,Houston Outlaws,Overwatch League - Stage 4,Houston Outlaws,2018-06-14,False,24.0,16.0,21.0,18.0,40.0,39.0,0.6,0.5384615384615384,24.0,16.0,21.0,18.0,40.0,39.0,0.6,0.5384615384615384,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,6.0,4.0,5.0,5.0,0.6,0.5,11.0,9.0,11.0,9.0,0.55,0.55,,,3,0,3,1.0,1,-270,199
239,239,10625,London Spitfire,Florida Mayhem,Overwatch League - Stage 4,London Spitfire,2018-06-15,False,25.0,16.0,7.0,31.0,41.0,38.0,0.6097560975609756,0.18421052631578946,25.0,16.0,7.0,31.0,41.0,38.0,0.6097560975609756,0.18421052631578946,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,5.0,5.0,1.0,9.0,0.5,0.1,9.0,11.0,4.0,16.0,0.45,0.2,,,3,0,3,1.0,0,-2000,1131
240,240,10626,Boston Uprising,New York Excelsior,Overwatch League - Stage 4,Boston Uprising,2018-06-15,False,25.0,15.0,36.0,6.0,40.0,42.0,0.625,0.8571428571428571,25.0,15.0,36.0,6.0,40.0,42.0,0.625,0.8571428571428571,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,3.0,2.0,0.4,0.6,3.0,7.0,8.0,2.0,0.3,0.8,13.0,7.0,17.0,3.0,0.65,0.85,,,1,3,4,0.25,0,438,-833
241,241,10627,New York Excelsior,Houston Outlaws,Overwatch League - Stage 4,New York Excelsior,2018-06-15,False,36.0,6.0,22.0,18.0,42.0,40.0,0.8571428571428571,0.55,36.0,6.0,22.0,18.0,42.0,40.0,0.8571428571428571,0.55,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,8.0,2.0,6.0,4.0,0.8,0.6,17.0,3.0,11.0,9.0,0.85,0.55,,,3,0,3,1.0,0,-227,168
242,242,10628,Seoul Dynasty,Los Angeles Gladiators,Overwatch League - Stage 4,Los Angeles Gladiators,2018-06-16,False,22.0,17.0,24.0,16.0,39.0,40.0,0.5641025641025641,0.6,22.0,17.0,24.0,16.0,39.0,40.0,0.5641025641025641,0.6,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,4.0,1.0,0.6,0.8,3.0,7.0,8.0,2.0,0.3,0.8,9.0,11.0,14.0,6.0,0.45,0.7,,,2,1,3,0.6666666666666666,1,275,-385
243,243,10629,Los Angeles Valiant,Dallas Fuel,Overwatch League - Stage 4,Dallas Fuel,2018-06-16,False,27.0,13.0,11.0,28.0,40.0,39.0,0.675,0.28205128205128205,27.0,13.0,11.0,28.0,40.0,39.0,0.675,0.28205128205128205,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,2.0,3.0,1.0,0.4,10.0,0.0,5.0,5.0,1.0,0.5,16.0,4.0,6.0,14.0,0.8,0.3,,,3,0,3,1.0,1,-556,384
244,244,10630,London Spitfire,Philadelphia Fusion,Overwatch League - Stage 4,Philadelphia Fusion,2018-06-16,False,26.0,16.0,24.0,17.0,42.0,41.0,0.6190476190476191,0.5853658536585366,26.0,16.0,24.0,17.0,42.0,41.0,0.6190476190476191,0.5853658536585366,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,5.0,5.0,0.5,0.5,9.0,11.0,10.0,10.0,0.45,0.5,,,2,2,4,0.5,1,,
245,245,10631,San Francisco Shock,Shanghai Dragons,Overwatch League - Stage 4,San Francisco Shock,2018-06-16,False,16.0,23.0,0.0,39.0,39.0,39.0,0.41025641025641024,0.0,16.0,23.0,0.0,39.0,39.0,39.0,0.41025641025641024,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,5.0,0.4,0.0,5.0,5.0,0.0,10.0,0.5,0.0,10.0,10.0,0.0,20.0,0.5,0.0,,,3,0,3,1.0,0,,
246,246,10632,Florida Mayhem,Boston Uprising,Overwatch League - Stage 4,Boston Uprising,2018-06-17,False,7.0,32.0,26.0,15.0,39.0,41.0,0.1794871794871795,0.6341463414634146,7.0,32.0,26.0,15.0,39.0,41.0,0.1794871794871795,0.6341463414634146,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,1.0,4.0,3.0,2.0,0.2,0.6,1.0,9.0,4.0,6.0,0.1,0.4,3.0,17.0,13.0,7.0,0.15,0.65,,,0,3,3,0.0,1,,
247,247,10546,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League - Stage 4 Title Matches,Los Angeles Valiant,2018-06-17,False,25.0,16.0,27.0,14.0,41.0,41.0,0.6097560975609756,0.6585365853658537,25.0,16.0,27.0,14.0,41.0,41.0,0.6097560975609756,0.6585365853658537,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,4.0,1.0,1.0,0.8,9.0,1.0,9.0,1.0,0.9,0.9,15.0,5.0,15.0,5.0,0.75,0.75,,,1,3,4,0.25,1,-128,100
248,248,10547,New York Excelsior,Dallas Fuel,Overwatch League - Stage 4 Title Matches,New York Excelsior,2018-06-17,False,37.0,7.0,12.0,28.0,44.0,40.0,0.8409090909090909,0.3,37.0,7.0,12.0,28.0,44.0,40.0,0.8409090909090909,0.3,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,7.0,3.0,6.0,4.0,0.7,0.6,16.0,4.0,7.0,13.0,0.8,0.35,,,3,0,3,1.0,0,-1000,467
249,249,10548,Los Angeles Valiant,New York Excelsior,Overwatch League - Stage 4 Title Matches,Los Angeles Valiant,2018-06-18,False,28.0,14.0,38.0,7.0,42.0,45.0,0.6666666666666666,0.8444444444444444,28.0,14.0,38.0,7.0,42.0,45.0,0.6666666666666666,0.8444444444444444,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,9.0,1.0,7.0,3.0,0.9,0.7,15.0,5.0,17.0,3.0,0.75,0.85,,,1,3,4,0.25,0,138,-189
250,250,13121,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,2018-07-12,False,27.0,15.0,25.0,17.0,42.0,42.0,0.6428571428571429,0.5952380952380952,27.0,15.0,25.0,17.0,42.0,42.0,0.6428571428571429,0.5952380952380952,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,4.0,6.0,6.0,4.0,0.4,0.6,13.0,7.0,11.0,9.0,0.65,0.55,,,2,2,4,0.5,1,-125,-102
251,251,13124,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,Los Angeles Gladiators,2018-07-12,False,25.0,17.0,26.0,17.0,42.0,43.0,0.5952380952380952,0.6046511627906976,25.0,17.0,26.0,17.0,42.0,43.0,0.5952380952380952,0.6046511627906976,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,8.0,2.0,4.0,6.0,0.8,0.4,14.0,6.0,9.0,11.0,0.7,0.45,,,3,0,3,1.0,0,-135,106
252,252,13122,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Boston Uprising,2018-07-14,False,27.0,16.0,26.0,17.0,43.0,43.0,0.627906976744186,0.6046511627906976,27.0,16.0,26.0,17.0,43.0,43.0,0.627906976744186,0.6046511627906976,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,4.0,6.0,6.0,4.0,0.4,0.6,12.0,8.0,12.0,8.0,0.6,0.6,,,2,3,5,0.4,0,,
253,253,13123,Boston Uprising,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,2018-07-14,False,27.0,16.0,26.0,17.0,43.0,43.0,0.627906976744186,0.6046511627906976,27.0,16.0,26.0,17.0,43.0,43.0,0.627906976744186,0.6046511627906976,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,4.0,6.0,6.0,4.0,0.4,0.6,12.0,8.0,12.0,8.0,0.6,0.6,,,2,3,5,0.4,1,,
254,254,13125,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-14,False,26.0,17.0,26.0,18.0,43.0,44.0,0.6046511627906976,0.5909090909090909,26.0,17.0,26.0,18.0,43.0,44.0,0.6046511627906976,0.5909090909090909,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,8.0,2.0,4.0,6.0,0.8,0.4,14.0,6.0,9.0,11.0,0.7,0.45,,,4,0,4,1.0,1,-256,184
255,255,13126,Los Angeles Gladiators,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-14,False,26.0,17.0,26.0,18.0,43.0,44.0,0.6046511627906976,0.5909090909090909,26.0,17.0,26.0,18.0,43.0,44.0,0.6046511627906976,0.5909090909090909,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,8.0,2.0,4.0,6.0,0.8,0.4,14.0,6.0,9.0,11.0,0.7,0.45,,,4,0,4,1.0,1,-256,184
256,256,13130,New York Excelsior,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,2018-07-19,False,38.0,8.0,27.0,18.0,46.0,45.0,0.8260869565217391,0.6,38.0,8.0,27.0,18.0,46.0,45.0,0.8260869565217391,0.6,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,5.0,5.0,0.6,0.5,16.0,4.0,11.0,9.0,0.8,0.55,,,4,1,5,0.8,1,-323,242
257,257,13127,Los Angeles Valiant,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-19,False,29.0,14.0,28.0,18.0,43.0,46.0,0.6744186046511628,0.6086956521739131,29.0,14.0,28.0,18.0,43.0,46.0,0.6744186046511628,0.6086956521739131,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,9.0,1.0,5.0,5.0,0.9,0.5,15.0,5.0,10.0,10.0,0.75,0.5,,,1,2,3,0.3333333333333333,1,-222,156
258,258,13128,Los Angeles Valiant,London Spitfire,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-20,False,29.0,15.0,29.0,18.0,44.0,47.0,0.6590909090909091,0.6170212765957447,29.0,15.0,29.0,18.0,44.0,47.0,0.6590909090909091,0.6170212765957447,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,3.0,2.0,0.6,0.6,8.0,2.0,5.0,5.0,0.8,0.5,14.0,6.0,11.0,9.0,0.7,0.55,,,1,3,4,0.25,1,,
259,259,13131,New York Excelsior,Philadelphia Fusion,Overwatch League Inaugural Season Championship,Philadelphia Fusion,2018-07-21,False,38.0,9.0,28.0,18.0,47.0,46.0,0.8085106382978723,0.6086956521739131,38.0,9.0,28.0,18.0,47.0,46.0,0.8085106382978723,0.6086956521739131,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,5.0,5.0,6.0,4.0,0.5,0.6,15.0,5.0,11.0,9.0,0.75,0.55,,,4,2,6,0.6666666666666666,1,,
260,260,13133,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-27,False,30.0,18.0,29.0,18.0,48.0,47.0,0.625,0.6170212765957447,30.0,18.0,29.0,18.0,48.0,47.0,0.625,0.6170212765957447,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,5.0,5.0,7.0,3.0,0.5,0.7,12.0,8.0,12.0,8.0,0.6,0.6,,,2,3,5,0.4,0,,
261,261,13134,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-28,False,31.0,18.0,29.0,19.0,49.0,48.0,0.6326530612244898,0.6041666666666666,31.0,18.0,29.0,19.0,49.0,48.0,0.6326530612244898,0.6041666666666666,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,6.0,4.0,7.0,3.0,0.6,0.7,12.0,8.0,12.0,8.0,0.6,0.6,,,3,3,6,0.5,0,-455,300
262,262,21211,Philadelphia Fusion,London Spitfire,Overwatch League Stage 1,Philadelphia Fusion,2019-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,32.0,18.0,49.0,50.0,0.5918367346938775,0.64,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,5.0,0.0,0.4,1.0,6.0,4.0,7.0,3.0,0.6,0.7,12.0,8.0,13.0,7.0,0.6,0.65,6.0,5.0,3,4,7,0.42857142857142855,0,,
263,263,21221,New York Excelsior,Boston Uprising,Overwatch League Stage 1,New York Excelsior,2019-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,28.0,17.0,48.0,45.0,0.7916666666666666,0.6222222222222222,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,3.0,2.0,0.2,0.6,4.0,6.0,5.0,5.0,0.4,0.5,14.0,6.0,11.0,9.0,0.7,0.55,1.0,3.0,3,2,5,0.6,0,-1111,604
264,264,21231,Seoul Dynasty,Los Angeles Gladiators,Overwatch League Stage 1,Seoul Dynasty,2019-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,26.0,19.0,40.0,45.0,0.55,0.5777777777777777,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,3.0,7.0,6.0,4.0,0.3,0.6,8.0,12.0,13.0,7.0,0.4,0.65,8.0,4.0,2,2,4,0.5,0,108,-145
265,265,21176,Shanghai Dragons,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2019-02-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,,,0.0,,0.0,5.0,,,0.0,,0.0,10.0,,,0.0,,0.0,20.0,,,0.0,,12.0,,0,0,0,,1,129,-172
266,266,21177,Toronto Defiant,Houston Outlaws,Overwatch League Stage 1,Toronto Defiant,2019-02-16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,0.0,41.0,0.0,0.5365853658536586,,,1.0,2.0,,0.3333333333333333,,,3.0,2.0,,0.6,,,6.0,4.0,,0.6,,,10.0,10.0,,0.5,,7.0,0,0,0,,0,,
267,267,21241,Atlanta Reign,Florida Mayhem,Overwatch League Stage 1,Atlanta Reign,2019-02-16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,40.0,0.0,0.175,,,0.0,3.0,,0.0,,,1.0,4.0,,0.2,,,1.0,9.0,,0.1,,,3.0,17.0,,0.15,,11.0,0,0,0,,0,-227,171
268,268,21126,Dallas Fuel,San Francisco Shock,Overwatch League Stage 1,San Francisco Shock,2019-02-16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,17.0,23.0,41.0,40.0,0.2926829268292683,0.425,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,5.0,5.0,0.5,0.5,6.0,14.0,11.0,9.0,0.3,0.55,10.0,9.0,1,3,4,0.25,1,200,-270
269,269,21212,Chengdu Hunters,Guangzhou Charge,Overwatch League Stage 1,Chengdu Hunters,2019-02-16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,426,-667
270,270,21209,London Spitfire,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2019-02-16,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,51.0,0.0,0.6274509803921569,0.0,2.0,1.0,,,0.6666666666666666,,4.0,1.0,,,0.8,,7.0,3.0,,,0.7,,12.0,8.0,,,0.6,,5.0,,0,0,0,,1,-238,175
271,271,21127,Washington Justice,New York Excelsior,Overwatch League Stage 1,New York Excelsior,2019-02-16,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.0,10.0,0.0,49.0,0.0,0.7959183673469388,,,1.0,2.0,,0.3333333333333333,,,2.0,3.0,,0.4,,,4.0,6.0,,0.4,,,14.0,6.0,,0.7,,1.0,0,0,0,,1,566,-1111
272,272,21251,Los Angeles Valiant,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2019-02-16,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,29.0,16.0,1.0,0.0,45.0,1.0,0.6444444444444445,1.0,1.0,2.0,,,0.3333333333333333,,2.0,3.0,,,0.4,,7.0,3.0,,,0.7,,13.0,7.0,,,0.65,,2.0,,0,0,0,,1,106,-141
273,273,21222,Vancouver Titans,Shanghai Dragons,Overwatch League Stage 1,Vancouver Titans,2019-02-17,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,,,0.0,3.0,,0.0,,,0.0,5.0,,0.0,,,0.0,10.0,,0.0,,,0.0,20.0,,0.0,,12.0,0,0,0,,0,,
274,274,21213,Houston Outlaws,Boston Uprising,Overwatch League Stage 1,Boston Uprising,2019-02-17,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,20.0,28.0,18.0,42.0,46.0,0.5238095238095238,0.6086956521739131,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,5.0,5.0,0.5,0.5,9.0,11.0,10.0,10.0,0.45,0.5,7.0,3.0,3,1,4,0.75,1,-101,-133
275,275,21261,Philadelphia Fusion,Atlanta Reign,Overwatch League Stage 1,Philadelphia Fusion,2019-02-17,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,30.0,20.0,1.0,0.0,50.0,1.0,0.6,1.0,1.0,2.0,,,0.3333333333333333,,3.0,2.0,,,0.6,,6.0,4.0,,,0.6,,12.0,8.0,,,0.6,,6.0,,0,0,0,,0,-250,181
276,276,21128,San Francisco Shock,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,2019-02-18,False,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,23.0,26.0,20.0,41.0,46.0,0.4390243902439024,0.5652173913043478,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,2.0,3.0,1.0,4.0,0.4,0.2,6.0,4.0,6.0,4.0,0.6,0.6,11.0,9.0,13.0,7.0,0.55,0.65,9.0,4.0,1,3,4,0.25,1,,
277,277,21271,Seoul Dynasty,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2019-02-18,False,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,23.0,18.0,12.0,30.0,41.0,42.0,0.5609756097560976,0.2857142857142857,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,4.0,6.0,5.0,5.0,0.4,0.5,9.0,11.0,6.0,14.0,0.45,0.3,8.0,10.0,4,0,4,1.0,1,,
278,278,21210,Washington Justice,London Spitfire,Overwatch League Stage 1,London Spitfire,2019-02-22,False,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,32.0,20.0,1.0,52.0,0.0,0.6153846153846154,,,1.0,2.0,,0.3333333333333333,,,3.0,2.0,,0.6,,,6.0,4.0,,0.6,,,11.0,9.0,,0.55,,5.0,0,0,0,,1,,
279,279,21232,Philadelphia Fusion,Florida Mayhem,Overwatch League Stage 1,Florida Mayhem,2019-02-22,False,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,31.0,20.0,7.0,34.0,51.0,41.0,0.6078431372549019,0.17073170731707318,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,1.0,4.0,0.6,0.2,7.0,3.0,1.0,9.0,0.7,0.1,12.0,8.0,3.0,17.0,0.6,0.15,6.0,11.0,4,0,4,1.0,1,-1250,624
280,280,21272,Guangzhou Charge,Dallas Fuel,Overwatch League Stage 1,Guangzhou Charge,2019-02-22,False,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,13.0,30.0,1.0,43.0,0.0,0.3023255813953488,,,1.0,2.0,,0.3333333333333333,,,2.0,3.0,,0.4,,,5.0,5.0,,0.5,,,7.0,13.0,,0.35,,10.0,0,0,0,,0,131,-172
281,281,21233,Seoul Dynasty,Chengdu Hunters,Overwatch League Stage 1,Seoul Dynasty,2019-02-22,False,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,23.0,19.0,1.0,0.0,42.0,1.0,0.5476190476190477,1.0,1.0,2.0,,,0.3333333333333333,,2.0,3.0,,,0.4,,4.0,6.0,,,0.4,,8.0,12.0,,,0.4,,8.0,,0,0,0,,0,-222,170
282,282,21178,Atlanta Reign,Toronto Defiant,Overwatch League Stage 1,Atlanta Reign,2019-02-23,False,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,
283,283,21242,New York Excelsior,Los Angeles Valiant,Overwatch League Stage 1,New York Excelsior,2019-02-23,False,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,40.0,10.0,29.0,17.0,50.0,46.0,0.8,0.6304347826086957,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,6.0,4.0,0.5,0.6,14.0,6.0,13.0,7.0,0.7,0.65,1.0,2.0,3,2,5,0.6,0,-263,191
284,284,21281,Shanghai Dragons,Boston Uprising,Overwatch League Stage 1,Shanghai Dragons,2019-02-23,False,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,0.0,42.0,29.0,18.0,42.0,47.0,0.0,0.6170212765957447,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,0.0,10.0,6.0,4.0,0.0,0.6,0.0,20.0,10.0,10.0,0.0,0.5,12.0,3.0,0,3,3,0.0,0,183,-244
285,285,21179,Houston Outlaws,Hangzhou Spark,Overwatch League Stage 1,Houston Outlaws,2019-02-23,False,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,22.0,21.0,2.0,0.0,43.0,2.0,0.5116279069767442,1.0,0.0,3.0,,,0.0,,1.0,4.0,,,0.2,,4.0,6.0,,,0.4,,9.0,11.0,,,0.45,,7.0,,0,0,0,,0,250,-357
286,286,21243,Los Angeles Gladiators,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2019-02-23,False,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,27.0,20.0,1.0,0.0,47.0,1.0,0.5744680851063829,1.0,1.0,2.0,,,0.3333333333333333,,2.0,3.0,,,0.4,,6.0,4.0,,,0.6,,13.0,7.0,,,0.65,,4.0,,0,0,0,,1,100,-132
287,287,21282,Philadelphia Fusion,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2019-02-23,False,2.0,1.0,1.0,2.0,3.0,3.0,0.6666666666666666,0.3333333333333333,31.0,21.0,13.0,31.0,52.0,44.0,0.5961538461538461,0.2954545454545455,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,6.0,4.0,4.0,6.0,0.6,0.4,12.0,8.0,7.0,13.0,0.6,0.35,6.0,10.0,3,1,4,0.75,1,-238,179
288,288,21291,Vancouver Titans,Guangzhou Charge,Overwatch League Stage 1,Vancouver Titans,2019-02-23,False,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,-400,276
289,289,21234,Chengdu Hunters,Florida Mayhem,Overwatch League Stage 1,Chengdu Hunters,2019-02-24,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0,34.0,2.0,42.0,0.5,0.19047619047619047,,,1.0,2.0,,0.3333333333333333,,,1.0,4.0,,0.2,,,2.0,8.0,,0.2,,,4.0,16.0,,0.2,,11.0,0,0,0,,0,,
290,290,21301,Hangzhou Spark,London Spitfire,Overwatch League Stage 1,London Spitfire,2019-02-24,False,2.0,1.0,1.0,2.0,3.0,3.0,0.6666666666666666,0.3333333333333333,2.0,1.0,33.0,20.0,3.0,53.0,0.6666666666666666,0.6226415094339622,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,,,3.0,2.0,,0.6,,,7.0,3.0,,0.7,,,11.0,9.0,,0.55,,5.0,0,0,0,,1,-149,112
291,291,21235,New York Excelsior,Houston Outlaws,Overwatch League Stage 1,New York Excelsior,2019-02-24,False,3.0,0.0,1.0,2.0,3.0,3.0,1.0,0.3333333333333333,41.0,10.0,23.0,21.0,51.0,44.0,0.8039215686274509,0.5227272727272727,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,6.0,4.0,5.0,5.0,0.6,0.5,14.0,6.0,10.0,10.0,0.7,0.5,1.0,7.0,4,0,4,1.0,0,-323,239
292,292,21180,Toronto Defiant,Los Angeles Valiant,Overwatch League Stage 1,Toronto Defiant,2019-02-24,False,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,29.0,18.0,2.0,47.0,0.5,0.6170212765957447,,,0.0,3.0,,0.0,,,1.0,4.0,,0.2,,,5.0,5.0,,0.5,,,13.0,7.0,,0.65,,2.0,0,0,0,,0,150,-204
